entry_index,side,entry_price,shares,entry_time,exit_index,exit_price,exit_time,pnl,return_pct,cum_pnl,win,entry_date
17,short,15523.847459999999,6.4417020495510595,2022-07-01 09:05:00,44,15637.013545,2022-07-01 11:20:00,-778.9822016841742,-0.0077898220168417425,-778.9822016841742,False,2022-07-01
49,short,15609.83886,6.40621603444278,2022-07-01 11:45:00,54,15643.06415,2022-07-01 12:10:00,-262.8483855470133,-0.002628483855470133,-1041.8305872311876,False,2022-07-01
80,short,15651.084735,6.389333499445781,2022-07-01 14:20:00,85,15687.818625,2022-07-01 14:45:00,-284.7050739419533,-0.002847050739419533,-1326.5356611731409,False,2022-07-01
120,short,15386.711175,6.499114649170634,2022-07-04 09:05:00,125,15750.274870000001,2022-07-04 09:30:00,-2412.8421360811094,-0.024128421360811093,-3739.3777972542503,False,2022-07-04
130,short,15691.23072,6.372986401413388,2022-07-04 09:55:00,142,15727.5726,2022-07-04 10:55:00,-281.60630704179687,-0.0028160630704179685,-4020.984104296047,False,2022-07-04
175,short,15751.674675,6.348531318940537,2022-07-04 13:40:00,183,15775.427385,2022-07-04 14:20:00,-200.79482334471626,-0.0020079482334471625,-4221.778927640763,False,2022-07-04
223,short,15808.81896,6.325583223707181,2022-07-05 09:05:00,224,15896.039445,2022-07-05 09:10:00,-601.7204366796027,-0.006017204366796027,-4823.499364320365,False,2022-07-05
268,short,15997.050135,6.251152503498734,2022-07-05 12:50:00,328,15868.886729999998,2022-07-06 09:20:00,751.1689900226793,0.007511689900226793,-4072.330374297686,True,2022-07-05
356,short,15863.513490000001,6.303773754977907,2022-07-06 11:40:00,365,15894.439285,2022-07-06 12:25:00,-244.94921487282193,-0.002449492148728219,-4317.279589170508,False,2022-07-06
386,short,15923.60748,6.2799839876485075,2022-07-06 14:10:00,396,15966.296470000001,2022-07-06 15:00:00,-318.0861736488908,-0.0031808617364889077,-4635.365762819399,False,2022-07-06
428,short,15968.053034999999,6.262504250255955,2022-07-07 09:05:00,429,16064.556295,2022-07-07 09:10:00,-654.3520759135638,-0.006543520759135638,-5289.717838732962,False,2022-07-07
456,short,16085.441294999999,6.216801775347252,2022-07-07 11:25:00,460,16115.6114,2022-07-07 11:45:00,-237.5615623264196,-0.002375615623264196,-5527.279401059382,False,2022-07-07
467,short,16089.440895,6.215256369230101,2022-07-07 12:20:00,468,16108.560695,2022-07-07 12:25:00,-168.83445872840815,-0.0016883445872840814,-5696.11385978779,False,2022-07-07
473,short,16092.59058,6.214039902579812,2022-07-07 12:50:00,477,16130.762915,2022-07-07 13:10:00,-287.2044128646396,-0.002872044128646396,-5983.318272652429,False,2022-07-07
489,short,16093.69047,6.213615216870764,2022-07-07 14:10:00,497,16120.51189,2022-07-07 14:50:00,-216.65798345008318,-0.002166579834500832,-6199.976256102513,False,2022-07-07
560,short,16182.28161,6.179598304493973,2022-07-08 11:30:00,573,16211.92103,2022-07-08 12:35:00,-233.15970957818178,-0.0023315970957818177,-6433.135965680694,False,2022-07-08
583,short,16185.58128,6.178338502032471,2022-07-08 13:25:00,585,16203.32017,2022-07-08 13:35:00,-159.5968670703221,-0.001595968670703221,-6592.732832751017,False,2022-07-08
591,short,16178.631975,6.18099232089121,2022-07-08 14:05:00,604,16219.171755,2022-07-08 15:10:00,-300.5760688706139,-0.0030057606887061387,-6893.308901621631,False,2022-07-08
634,short,16114.888350000001,6.2054416901994855,2022-07-11 09:05:00,651,16164.466285,2022-07-11 10:30:00,-357.65298476299614,-0.0035765298476299616,-7250.961886384627,False,2022-07-11
653,short,16152.28461,6.191074663090647,2022-07-11 10:40:00,661,16162.71611,2022-07-11 11:20:00,-114.58219534802251,-0.001145821953480225,-7365.54408173265,False,2022-07-11
663,short,16145.335305,6.193739436865786,2022-07-11 11:30:00,681,16147.414579999999,2022-07-11 13:00:00,-62.87848756757816,-0.0006287848756757816,-7428.422569300228,False,2022-07-11
711,short,16193.980440000001,6.175134048760158,2022-07-11 15:30:00,717,16217.6216,2022-07-11 16:00:00,-195.98733206818184,-0.0019598733206818183,-7624.40990136841,False,2022-07-11
737,short,16037.79606,6.235270708386848,2022-07-12 09:05:00,756,16153.6152,2022-07-12 10:40:00,-772.163691112553,-0.0077216369111255305,-8396.573592480963,False,2022-07-12
764,short,16141.935645,6.19504390298912,2022-07-12 11:20:00,792,16108.760715,2022-07-12 13:40:00,155.52014782858603,0.0015552014782858603,-8241.053444652378,True,2022-07-12
808,short,16102.489590000001,6.210219819803653,2022-07-12 15:00:00,842,16129.812820000001,2022-07-13 09:15:00,-219.68326448705355,-0.0021968326448705356,-8460.736709139432,False,2022-07-12
858,short,16079.99184,6.218908628500896,2022-07-13 10:35:00,870,16096.30947,2022-07-13 11:35:00,-151.4778500036823,-0.001514778500036823,-8612.214559143114,False,2022-07-13
876,short,16081.89165,6.2181739671153675,2022-07-13 12:05:00,944,16020.451885,2022-07-14 09:15:00,332.04314726868074,0.0033204314726868072,-8280.171411874433,True,2022-07-13
962,short,16014.548385,6.244322199785842,2022-07-14 10:45:00,965,16042.70411,2022-07-14 11:00:00,-225.81341866856852,-0.0022581341866856853,-8505.984830543002,False,2022-07-14
967,short,16021.747665,6.241516349583577,2022-07-14 11:10:00,990,16000.19986,2022-07-14 13:05:00,84.4909772051397,0.000844909772051397,-8421.493853337863,True,2022-07-14
994,short,15953.30451,6.268293815699253,2022-07-14 13:25:00,1015,15926.19246,2022-07-14 15:10:00,119.94629534592721,0.0011994629534592721,-8301.547557991935,True,2022-07-14
1045,short,15766.873155000001,6.342411651119799,2022-07-15 09:05:00,1047,16012.40108,2022-07-15 09:15:00,-1607.2391721952588,-0.016072391721952586,-9908.786730187194,False,2022-07-15
1067,short,15963.30351,6.264367518750509,2022-07-15 10:55:00,1078,15971.19696,2022-07-15 11:50:00,-99.44747179087855,-0.0009944747179087856,-10008.234201978072,False,2022-07-15
1082,short,15945.30531,6.2714383986919096,2022-07-15 12:10:00,1092,15970.5969,2022-07-15 13:00:00,-208.61464868997686,-0.0020861464868997684,-10216.848850668048,False,2022-07-15
1100,short,15948.155025,6.2703177792818074,2022-07-15 13:40:00,1105,15974.79732,2022-07-15 14:05:00,-217.0556560193686,-0.002170556560193686,-10433.904506687417,False,2022-07-15
1142,short,15939.20592,6.273838264083359,2022-07-18 09:05:00,1144,16153.01514,2022-07-18 09:15:00,-1391.404465649812,-0.01391404465649812,-11825.308972337229,False,2022-07-18
1195,short,16208.57898,6.169572306331816,2022-07-18 13:30:00,1200,16224.472285,2022-07-18 13:55:00,-148.0548943840825,-0.001480548943840825,-11973.36386672131,False,2022-07-18
1245,short,16191.330705,6.176144618497556,2022-07-19 09:05:00,1254,16268.72671,2022-07-19 09:50:00,-528.008919773963,-0.00528008919773963,-12501.372786495274,False,2022-07-19
1277,short,16291.17072,6.138294277232888,2022-07-19 11:45:00,1284,16307.180554999999,2022-07-19 12:20:00,-148.2730785599362,-0.001482730785599362,-12649.64586505521,False,2022-07-19
1295,short,16285.021335,6.1406121578163715,2022-07-19 13:15:00,1303,16301.880025,2022-07-19 13:55:00,-153.522676778863,-0.00153522676778863,-12803.168541834073,False,2022-07-19
1383,short,16537.24611,6.046956024892829,2022-07-20 12:00:00,1385,16553.35517,2022-07-20 12:10:00,-147.4107774223532,-0.001474107774223532,-12950.579319256427,False,2022-07-20
1398,short,16543.54548,6.0446534946751935,2022-07-20 13:15:00,1409,16561.656,2022-07-20 14:10:00,-159.47181800837507,-0.0015947181800837506,-13110.051137264802,False,2022-07-20
1410,short,16544.495385000002,6.044306439872719,2022-07-20 14:15:00,1456,16522.052040000002,2022-07-21 09:35:00,85.65445471578326,0.0008565445471578326,-13024.396682549019,True,2022-07-20
1490,short,16565.393294999998,6.036681304160972,2022-07-21 12:25:00,1496,16576.007435,2022-07-21 12:55:00,-114.07418049775617,-0.0011407418049775618,-13138.470863046776,False,2022-07-21
1499,short,16541.84565,6.0452746395925905,2022-07-21 13:10:00,1513,16566.006435,2022-07-21 14:20:00,-196.05858083314925,-0.0019605858083314924,-13334.529443879925,False,2022-07-21
1553,short,16570.792755000002,6.034714299943581,2022-07-22 09:05:00,1554,16642.914125,2022-07-22 09:10:00,-485.2318628705046,-0.004852318628705046,-13819.76130675043,False,2022-07-22
1565,short,16631.986635,6.012510843987941,2022-07-22 10:05:00,1572,16651.16495,2022-07-22 10:40:00,-165.30982690690087,-0.0016530982690690086,-13985.071133657331,False,2022-07-22
1573,short,16622.087625,6.016091495607189,2022-07-22 10:45:00,1581,16645.714405,2022-07-22 11:25:00,-192.14087022657415,-0.0019214087022657415,-14177.212003883906,False,2022-07-22
1607,short,16670.13282,5.998752444253171,2022-07-22 13:35:00,1610,16703.170149999998,2022-07-22 13:50:00,-248.1827640890938,-0.0024818276408909382,-14425.394767972999,False,2022-07-22
1630,short,16705.12932,5.986185325741615,2022-07-22 15:30:00,1636,16721.121945,2022-07-22 16:00:00,-145.73481709508224,-0.0014573481709508223,-14571.129585068082,False,2022-07-22
1656,short,16650.584775,6.005795072743925,2022-07-25 09:05:00,1692,16604.56029,2022-07-25 12:05:00,226.4136252385652,0.0022641362523856522,-14344.715959829517,True,2022-07-25
1694,short,16582.991535,6.030275043495039,2022-07-25 12:15:00,1697,16600.309865000003,2022-07-25 12:30:00,-154.43429319402276,-0.0015443429319402277,-14499.15025302354,False,2022-07-25
1700,short,16583.991435,6.029911459611171,2022-07-25 12:45:00,1706,16600.409875,2022-07-25 13:15:00,-149.00173950494616,-0.0014900173950494616,-14648.151992528485,False,2022-07-25
1731,short,16628.686964999997,6.013703920849533,2022-07-25 15:20:00,1794,16535.403374999998,2022-07-26 12:00:00,510.9798909339148,0.005109798909339148,-14137.17210159457,True,2022-07-25
1817,short,16517.04813,6.054350584495149,2022-07-26 13:55:00,1865,16497.6496,2022-07-27 09:25:00,67.44550144383804,0.0006744550144383804,-14069.726600150732,True,2022-07-26
1866,short,16453.104525,6.077880308123795,2022-07-27 09:30:00,1872,16492.899125,2022-07-27 10:00:00,-291.86681570966977,-0.0029186681570966978,-14361.593415860401,False,2022-07-27
1924,short,16579.14192,6.031675250898631,2022-07-27 14:20:00,1925,16597.55959,2022-07-27 14:25:00,-161.08940431823353,-0.0016108940431823354,-14522.682820178636,False,2022-07-27
2032,short,16895.060325,5.918889786503323,2022-07-28 14:45:00,2038,16943.79421,2022-07-28 15:15:00,-338.4504941831362,-0.003384504941831362,-14861.133314361772,False,2022-07-28
2086,short,17022.597569999998,5.874544092861382,2022-07-29 10:40:00,2093,17097.059534999997,2022-07-29 11:15:00,-487.43009663359277,-0.004874300966335928,-15348.563410995364,False,2022-07-29
2123,short,17089.840845,5.851429566077975,2022-07-29 13:45:00,2136,17103.01013,2022-07-29 14:50:00,-127.05914361310687,-0.0012705914361310687,-15475.622554608472,False,2022-07-29
2137,short,17084.59137,5.853227498059851,2022-07-29 14:55:00,2138,17096.90952,2022-07-29 15:00:00,-122.10093430524226,-0.0012210093430524225,-15597.723488913714,False,2022-07-29
2200,short,17255.124314999997,5.795379863654144,2022-08-01 11:40:00,2202,17270.02683,2022-08-01 11:50:00,-136.36573534881302,-0.0013636573534881302,-15734.089224262527,False,2022-08-01
2206,short,17254.024425,5.795749300963448,2022-08-01 12:10:00,2209,17276.277455,2022-08-01 12:25:00,-178.9729830668178,-0.0017897298306681778,-15913.062207329345,False,2022-08-01
2272,short,17238.226005,5.801060965959879,2022-08-02 09:05:00,2302,17265.776405,2022-08-02 11:35:00,-209.82155003658153,-0.0020982155003658153,-16122.883757365928,False,2022-08-02
2316,short,17252.474580000002,5.796269951669738,2022-08-02 12:45:00,2325,17284.52828,2022-08-02 13:30:00,-235.79189814981746,-0.0023579189814981745,-16358.675655515744,False,2022-08-02
2326,short,17265.873239999997,5.791771931252752,2022-08-02 13:35:00,2327,17277.827609999997,2022-08-02 13:40:00,-119.2369846218069,-0.001192369846218069,-16477.91264013755,False,2022-08-02
2349,short,17298.619964999998,5.780807960538372,2022-08-02 15:30:00,2355,17347.184545,2022-08-02 16:00:00,-330.7425106642143,-0.003307425106642143,-16808.655150801766,False,2022-08-02
2375,short,17269.322895,5.790614988671795,2022-08-03 09:05:00,2379,17363.686195000002,2022-08-03 09:25:00,-596.4215393605383,-0.005964215393605383,-17405.076690162303,False,2022-08-03
2383,short,17306.619165,5.778136044169433,2022-08-03 09:45:00,2410,17269.376765,2022-08-03 12:00:00,165.19165381137097,0.0016519165381137096,-17239.885036350934,True,2022-08-03
