timestamp,open,high,low,close,volume,symbol,symbol_fut,open_fut,high_fut,low_fut,close_fut,volume_fut,oi,return,volatility,mom_30,mom_60,ATR_14,return_skewness,total_OI_change,regime,ema_5,ema_15,signal_raw,entry_long,entry_short
2025-09-18 04:35:00,25414.650390625,25426.0,25413.05078125,25423.599609375,0,NIFTY,,,,,,,100456.82960255824,0.0003658895912594,0.000275990784547,0.0001336923079555,-0.0019676363783377,17.56917604601333,-0.5464960604663094,45.68296025581372,1,25418.886393510325,25416.992115684072,1,0,0
2025-09-18 04:40:00,25422.25,25422.69921875,25401.349609375,25408.0,0,NIFTY,,,,,,,100502.51256281408,-0.0006135877536888,0.0002881559228275,0.0001845266428398,-0.0019676363783377,17.207509630762274,-0.5464960604663094,45.68296025582871,0,25415.257595673553,25415.86810122356,-1,0,1
2025-09-18 04:45:00,25408.25,25411.650390625,25402.94921875,25408.099609375,0,NIFTY,,,,,,,100548.1955230699,3.9203941673005005e-06,0.0002651191079132,0.0001572986977795,-0.0019676363783377,17.462438724219133,-0.5464960604663094,45.68296025582801,1,25412.8716002407,25414.897039742493,-1,0,0
2025-09-18 04:50:00,25407.849609375,25415.44921875,25405.05078125,25411.80078125,0,NIFTY,,,,,,,100593.87848332572,0.0001456689768972,0.0002778429890918,0.0001224599115689,-0.0019676363783377,17.046553895433664,-0.5464960604663094,45.6829602558288,0,25412.514660577137,25414.51000743093,-1,0,0
2025-09-18 04:55:00,25412.400390625,25419.44921875,25410.5,25417.80078125,0,NIFTY,,,,,,,100639.56144358154,0.0002361107759205,0.0002681192415504,0.0003428887242177,-0.0019676363783377,15.039365759891794,-0.5464960604663094,45.682960255814,1,25414.276700801427,25414.921354158316,-1,0,0
2025-09-18 05:00:00,25418.349609375,25420.94921875,25412.44921875,25417.0,0,NIFTY,,,,,,,100685.24440383737,-3.1504741771049005e-05,0.0003003111979928,0.0001211947463726,-0.0019676363783377,13.135748093768424,-0.5464960604663094,45.68296025582808,0,25415.184467200954,25415.181184888526,1,1,0
2025-09-18 05:05:00,25417.349609375,25419.150390625,25412.30078125,25418.80078125,0,NIFTY,,,,,,,100730.9273640932,7.084948066249375e-05,0.0002572266057288,-0.0001423700544398,-0.0019676363783377,12.184802687814814,-0.5464960604663094,45.68296025582899,1,25416.389905217304,25415.63363443371,1,0,0
2025-09-18 05:10:00,25419.5,25429.80078125,25417.44921875,25424.650390625,0,NIFTY,,,,,,,100776.61032434902,0.0002301292427342,0.0002768767459761,0.0003575327358188,-0.0019676363783377,12.61554963986308,-0.5464960604663094,45.68296025582829,0,25419.143400353205,25416.760728957623,1,0,0
2025-09-18 05:15:00,25425.30078125,25431.80078125,25423.05078125,25424.599609375,0,NIFTY,,,,,,,100822.29328460484,-1.997323432978426e-06,0.0002701686035879,-3.03336377445906e-05,-0.0019676363783377,11.769336894772362,-0.5464960604663094,45.68296025581395,1,25420.962136693804,25417.740589009794,1,0,0
2025-09-18 05:20:00,25424.25,25431.19921875,25423.25,25426.349609375,0,NIFTY,,,,,,,100867.97624486066,6.883097578280761e-05,0.0002945354218599,0.0002980338245802,-0.0019676363783377,10.710283562575787,-0.5464960604663094,45.68296025582771,0,25422.75796092087,25418.816716555444,1,0,0
2025-09-18 05:25:00,25426.650390625,25431.69921875,25423.94921875,25431.150390625,0,NIFTY,,,,,,,100913.65920511648,0.000188811265626,0.00026582413782,1.0086138872909848e-05,-0.0019676363783377,9.781465339241086,-0.5464960604663094,45.68296025582796,1,25425.555437488914,25420.358425814138,1,0,0
2025-09-18 05:30:00,25431.55078125,25442.400390625,25431.19921875,25431.94921875,0,NIFTY,,,,,,,100959.34216537232,3.1411403445424924e-05,0.000297371629916,-0.0001683168394553,-0.0019676363783377,10.101366564740852,-0.5464960604663094,45.68296025582848,0,25427.686697909277,25421.80727493112,1,0,0
2025-09-18 05:35:00,25432.900390625,25435.19921875,25427.650390625,25431.400390625,0,NIFTY,,,,,,,101005.02512562812,-2.158026190912654e-05,0.0002696522200856,0.0004321221010337,-0.0019676363783377,9.750936507223267,-0.5464960604663094,45.68296025581373,1,25428.924595481185,25423.006414392858,1,0,0
2025-09-18 05:40:00,25432.599609375,25435.44921875,25422.150390625,25423.19921875,0,NIFTY,,,,,,,101050.70808588396,-0.0003224821185239,0.0002754662922718,3.869567821816619e-05,-0.0019676363783377,10.206788543522435,-0.5464960604663094,45.68296025582814,0,25427.01613657079,25423.0305149375,1,0,0
2025-09-18 05:45:00,25425.75,25427.400390625,25420.30078125,25424.44921875,0,NIFTY,,,,,,,101096.3910461398,4.9167690865603575e-05,0.0002755890008634,-2.676787493687672e-05,-0.0019676363783377,9.87774375131938,-0.5464960604663094,45.68296025582836,1,25426.160497297195,25423.207852914064,1,0,0
2025-09-18 05:50:00,25425.400390625,25430.099609375,25422.44921875,25425.80078125,0,NIFTY,,,,,,,101142.07400639562,5.315995199617341e-05,0.0002864712064434,0.0001721102182867,-0.0019676363783377,9.306336535646563,-0.5464960604663094,45.68296025582866,0,25426.04059194813,25423.531968956057,1,0,0
2025-09-18 05:55:00,25426.80078125,25431.599609375,25423.099609375,25425.150390625,0,NIFTY,,,,,,,101187.75696665145,-2.557994655094653e-05,0.0002640906277442,-1.7653417186399482e-05,-0.0019676363783377,8.990641563616194,-0.5464960604663094,45.68296025581337,1,25425.743858173755,25423.734271664674,1,0,0
2025-09-18 06:00:00,25426.30078125,25431.75,25421.349609375,25427.30078125,0,NIFTY,,,,,,,101233.43992690726,8.457730207922509e-05,0.0002792795952548,0.0001533200875697,-0.0019676363783377,8.70797383647637,-0.5464960604663094,45.68296025582894,0,25426.262832532506,25424.18008536284,1,0,0
2025-09-18 06:05:00,25424.80078125,25434.44921875,25420.099609375,25422.25,0,NIFTY,,,,,,,101279.12288716307,-0.0001986361546375,0.0002876850371155,0.0005326805649269,-0.0019676363783377,9.89862868391901,-0.5464960604663094,45.682960255828434,1,25424.92522168834,25423.938824692486,1,0,0
2025-09-18 06:10:00,25422.19921875,25423.0,25415.150390625,25415.150390625,0,NIFTY,,,,,,,101324.80584741892,-0.0002792675461456,0.0002737162655277,-0.0001157735229539,-0.0019676363783377,9.393741114433023,-0.5464960604663094,45.68296025582809,0,25421.666944667228,25422.84027043405,-1,0,1
2025-09-18 06:15:00,25415.099609375,25422.599609375,25411.05078125,25414.400390625,0,NIFTY,,,,,,,101370.48880767472,-2.9509957189866043e-05,0.0002737409721398,0.0003249502029992,-0.0019676363783377,9.363449249386427,-0.5464960604663094,45.682960255813896,1,25419.244759986486,25421.78528545792,-1,0,0
2025-09-18 06:20:00,25413.900390625,25418.099609375,25408.44921875,25414.349609375,0,NIFTY,,,,,,,101416.17176793056,-1.998128982716452e-06,0.0002418213091658,-0.0002792177170954,-0.0019676363783377,9.192595670485357,-0.5464960604663094,45.68296025582845,0,25417.61304311599,25420.855825947558,-1,0,0
2025-09-18 06:25:00,25414.55078125,25419.0,25412.650390625,25415.80078125,0,NIFTY,,,,,,,101461.8547281864,5.710049233220715e-05,0.0002529210507846,-0.000257999374174,-0.0019676363783377,9.459055028235586,-0.5464960604663094,45.68296025582754,1,25417.00895582733,25420.22394536036,-1,0,0
2025-09-18 06:30:00,25416.25,25422.150390625,25412.5,25415.349609375,0,NIFTY,,,,,,,101507.5376884422,-1.775162934603003e-05,0.0002421001790177,-0.0002733007139564,-0.0019676363783377,9.328274867677443,-0.5464960604663094,45.682960255828654,0,25416.45584034322,25419.61465336219,-1,0,0
2025-09-18 06:35:00,25416.05078125,25426.55078125,25414.650390625,25422.099609375,0,NIFTY,,,,,,,101553.22064869804,0.0002655875328785,0.000239286141662,0.000448178387988,-0.0019676363783377,9.737726597703691,-0.5464960604663094,45.682960255814,1,25418.337096687148,25419.92527286379,-1,0,0
2025-09-18 06:40:00,25422.5,25424.900390625,25413.900390625,25418.94921875,0,NIFTY,,,,,,,101598.90360895386,-0.0001239233058405,0.000195427343429,-0.0002196955227525,-0.0019676363783377,9.608424602070784,-0.5464960604663094,45.68296025582844,0,25418.54113737477,25419.803266099567,-1,0,0
2025-09-18 06:45:00,25419.69921875,25427.099609375,25416.19921875,25421.349609375,0,NIFTY,,,,,,,101644.58656920968,9.443311776347052e-05,0.0002009415327219,-1.8776039005459952e-05,-0.0019676363783377,10.161743542490628,-0.5464960604663094,45.68296025582816,1,25419.477294708184,25419.996559008996,-1,0,0
2025-09-18 06:50:00,25421.0,25422.44921875,25413.05078125,25417.849609375,0,NIFTY,,,,,,,101690.26952946551,-0.0001376795509987,0.0002036637207618,3.5776363536890794e-05,-0.0019676363783377,9.717593269932646,-0.5464960604663094,45.682960255829016,0,25418.93473293046,25419.728190304748,-1,0,0
2025-09-18 06:55:00,25418.30078125,25418.5,25409.150390625,25413.5,0,NIFTY,,,,,,,101735.95248972133,-0.0001711242076668,0.0001819707472942,9.41760269270405e-05,-0.0019676363783377,10.096461477690404,-0.5464960604663094,45.682960255813086,1,25417.123155286972,25418.949666516655,-1,0,0
2025-09-18 07:00:00,25413.44921875,25414.69921875,25396.900390625,25398.55078125,0,NIFTY,,,,,,,101781.63544997716,-0.0005882392724338,0.0002072908008658,-0.0008462502227061,-0.0019676363783377,10.392765692119362,-0.5464960604663094,45.68296025582784,0,25410.932363941316,25416.399805858324,-1,0,0
2025-09-18 07:05:00,25398.69921875,25413.650390625,25383.44921875,25389.69921875,0,NIFTY,,,,,,,101827.31841023298,-0.0003485065969407,0.0002012614482262,-0.0013852024735222,-0.0019676363783377,12.700771143550464,-0.5464960604663094,45.68296025582831,1,25403.854648877546,25413.062232469783,-1,0,0
2025-09-18 07:10:00,25387.099609375,25390.44921875,25369.25,25385.849609375,0,NIFTY,,,,,,,101873.0013704888,-0.0001516209129471,0.000193020012045,-0.0008239721188016,-0.0019676363783377,12.76196725150788,-0.5464960604663094,45.68296025582896,0,25397.852969043364,25409.660654582935,-1,0,0
2025-09-18 07:15:00,25385.19921875,25394.94921875,25371.0,25378.099609375,0,NIFTY,,,,,,,101918.68433074464,-0.0003052881868935,0.0002119742383716,-0.0014300151168264,-0.0019676363783377,13.89792873593508,-0.5464960604663094,45.68296025581333,1,25391.26851582058,25405.715523931944,-1,0,0
2025-09-18 07:20:00,25378.19921875,25387.349609375,25372.599609375,25384.650390625,0,NIFTY,,,,,,,101964.36729100044,0.0002581273362005,0.0002038995803895,-0.001286325157603,-0.0019676363783377,14.25480608010547,-0.5464960604663094,45.68296025582771,0,25389.06247408872,25403.082382268574,-1,0,0
2025-09-18 07:25:00,25385.5,25394.55078125,25377.849609375,25389.69921875,0,NIFTY,,,,,,,102010.05025125628,0.0001988929548883,0.000217914575489,-0.0009802666706279,-0.0019676363783377,14.9198891310747,-0.5464960604663094,45.68296025582797,1,25389.27472230915,25401.409486828754,-1,0,0
2025-09-18 07:30:00,25388.94921875,25389.349609375,25349.599609375,25359.30078125,0,NIFTY,,,,,,,102055.73321151212,-0.0011972744236982,0.0002783707256465,-0.0022995433104974,-0.0019676363783377,16.795198601807698,-0.5464960604663094,45.68296025582742,0,25379.283408622767,25396.14589863141,-1,0,0
2025-09-18 07:35:00,25358.400390625,25374.44921875,25347.150390625,25369.400390625,0,NIFTY,,,,,,,102101.41617176792,0.0003982605617607,0.0002999438587209,-0.0017547189260554,-0.0019676363783377,17.703084976067437,-0.5464960604663094,45.682960255814585,1,25375.98906929018,25392.802710130607,-1,0,0
2025-09-18 07:40:00,25368.5,25369.94921875,25354.5,25361.94921875,0,NIFTY,,,,,,,102147.09913202377,-0.0002937070549666,0.0002923589635522,-0.0026698595231614,-0.0019676363783377,18.72833849950625,-0.5464960604663094,45.6829602558272,0,25371.30911911012,25388.94602370803,-1,0,0
2025-09-18 07:45:00,25361.55078125,25362.19921875,25350.849609375,25360.900390625,0,NIFTY,,,,,,,102192.78209227958,-4.135439732777524e-05,0.0002880917926503,-0.0022489163432865,-0.0019676363783377,18.20322042405474,-0.5464960604663094,45.68296025582811,1,25367.839542948415,25385.44031957265,-1,0,0
2025-09-18 07:50:00,25360.849609375,25367.55078125,25354.30078125,25366.599609375,0,NIFTY,,,,,,,102238.4650525354,0.0002247246218476,0.000295468196872,-0.0019526392949389,-0.0019676363783377,18.934630601533076,-0.5464960604663094,45.68296025582745,0,25367.42623175728,25383.085230797944,-1,0,0
2025-09-18 07:55:00,25366.5,25378.0,25365.44921875,25378.0,0,NIFTY,,,,,,,102284.14801279122,0.0004494252600095,0.0003171895424167,-0.0018528130992126,-0.0019676363783377,18.714099903124858,-0.5464960604663094,45.682960255813526,1,25370.950821171522,25382.449576948202,-1,0,0
2025-09-18 08:00:00,25378.099609375,25388.349609375,25367.30078125,25385.80078125,0,NIFTY,,,,,,,102329.83097304704,0.0003073836098195,0.0003211079340209,-0.0020279245038438,-0.0019676363783377,19.622986639697025,-0.5464960604663094,45.68296025582782,0,25375.90080786435,25382.86847748593,-1,0,0
2025-09-18 08:05:00,25385.349609375,25388.19921875,25372.80078125,25380.80078125,0,NIFTY,,,,,,,102375.51393330288,-0.0001969604994179,0.0003344034915898,-0.0021338334723741,-0.0019676363783377,20.3054736756608,-0.5464960604663094,45.68296025582852,1,25377.534132326233,25382.610015456437,-1,0,0
2025-09-18 08:10:00,25380.75,25384.19921875,25374.80078125,25382.599609375,0,NIFTY,,,,,,,102421.1968935587,7.087357646851089e-05,0.0003263984163684,-0.0015200028927453,-0.0019676363783377,19.440412140632557,-0.5464960604663094,45.68296025582833,0,25379.222624675822,25382.608714696256,-1,0,0
2025-09-18 08:15:00,25383.0,25389.30078125,25372.05078125,25381.75,0,NIFTY,,,,,,,102466.87985381452,-3.3472118225685854e-05,0.0003201305754786,-0.0017017336440109,-0.0019676363783377,18.69950331670114,-0.5464960604663094,45.68296025581339,1,25380.065083117217,25382.501375359225,-1,0,0
2025-09-18 08:20:00,25382.900390625,25383.94921875,25361.75,25368.19921875,0,NIFTY,,,,,,,102512.56281407036,-0.0005338789189083,0.0003317032712208,-0.0024141749796113,-0.0019676363783377,18.279571944120587,-0.5464960604663094,45.68296025582838,0,25376.109794994813,25380.713605783072,-1,0,0
2025-09-18 08:25:00,25368.349609375,25368.69921875,25355.80078125,25362.150390625,0,NIFTY,,,,,,,102558.24577432618,-0.0002384413679836,0.0003366345429464,-0.002538107918484,-0.0019676363783377,18.03895935979036,-0.5464960604663094,45.682960255827446,1,25371.456660204876,25378.393203888314,-1,0,0
2025-09-18 08:30:00,25362.05078125,25365.5,25359.400390625,25363.349609375,0,NIFTY,,,,,,,102603.928734582,4.72837961895678e-05,0.0003264350476055,-0.0022753787800219,-0.0019676363783377,17.247895518398103,-0.5464960604663094,45.68296025582912,0,25368.754309928256,25376.51275457415,-1,0,0
2025-09-18 08:35:00,25364.150390625,25365.69921875,25342.94921875,25351.69921875,0,NIFTY,,,,,,,102649.61169483782,-0.0004593395905678,0.0003430650688337,-0.0027937591528463,-0.0019676363783377,17.1007766953418,-0.5464960604663094,45.68296025581347,1,25363.069279535506,25373.41106259613,-1,0,0
2025-09-18 08:40:00,25351.30078125,25374.849609375,25351.05078125,25365.75,0,NIFTY,,,,,,,102695.29465509365,0.0005542342991986,0.0003436539647217,-0.0016410147566819,-0.0019676363783377,16.174169742549527,-0.5464960604663094,45.6829602558285,0,25363.962853023673,25372.453429771613,-1,0,0
2025-09-18 08:45:00,25364.75,25368.400390625,25357.599609375,25361.19921875,0,NIFTY,,,,,,,102740.97761534947,-0.0001794065324305,0.0003702609710556,-0.0019959179572589,-0.0019676363783377,15.208762838844834,-0.5464960604663094,45.682960255828654,1,25363.04164159912,25371.04665339391,-1,0,0
2025-09-18 08:50:00,25361.400390625,25363.30078125,25341.44921875,25345.0,0,NIFTY,,,,,,,102786.6605756053,-0.0006387402508167,0.0003838284976383,-0.0028844101658879,-0.0032504139924572,16.084640411067443,-0.6543567580414088,45.68296025582807,0,25357.02776106608,25367.79082171967,-1,0,0
2025-09-18 08:55:00,25345.25,25360.5,25335.900390625,25346.80078125,0,NIFTY,,,,,,,102832.34353586112,7.105074965485514e-05,0.0003540807169109,-0.0027701374434669,-0.0030795878611279,16.383527567604798,-0.6791453694175184,45.68296025581335,1,25353.618767794058,25365.16706666096,-1,0,0
2025-09-18 09:00:00,25348.150390625,25360.900390625,25337.849609375,25341.30078125,0,NIFTY,,,,,,,102878.02649611696,-0.0002169899091986,0.0003536540414351,-0.0028576464997003,-0.0030489243244381,17.67055373361288,-0.6844390923461336,45.68296025582808,0,25349.512772279377,25362.18378098459,-1,0,0
2025-09-18 09:05:00,25339.849609375,25350.900390625,25330.44921875,25344.55078125,0,NIFTY,,,,,,,102923.70945637276,0.0001282491387499,0.0003692649022931,-0.002716095926384,-0.0024363277594225,17.7671649476219,-0.7649117078736559,45.68296025582809,1,25347.858775269586,25359.979656017764,-1,0,0
2025-09-18 09:10:00,25344.849609375,25354.69921875,25341.650390625,25352.5,0,NIFTY,,,,,,,102969.3924166286,0.000313646070061,0.0003629882784031,-0.0025948723310379,-0.002845625853705,17.386792603976872,-1.0659301993197925,45.68296025582821,0,25349.405850179726,25359.044699015543,-1,0,0
2025-09-18 09:15:00,25351.25,25387.55078125,25351.25,25387.55078125,0,NIFTY,,,,,,,103015.07537688442,0.0013825374716498,0.0004519935211457,-0.0010715874541589,-0.0013530999218042,18.429161413202326,0.3209003745719921,45.68296025581351,1,25362.12082720315,25362.60795929485,-1,0,0
2025-09-18 09:20:00,25387.75,25394.849609375,25373.05078125,25388.849609375,0,NIFTY,,,,,,,103060.75833714024,5.116004045402356e-05,0.0004509460179928,-0.0010024488233051,-0.0011311060226708,19.833926042113266,0.2906813303512383,45.68296025582836,0,25371.03042126044,25365.88816555487,1,1,0
2025-09-18 09:25:00,25390.44921875,25402.05078125,25389.099609375,25393.80078125,0,NIFTY,,,,,,,103106.44129739609,0.0001950136359534,0.0004612039952904,-0.0007497346776333,-0.0008419543484913,19.75008597929126,0.2497886469521747,45.682960255828206,1,25378.62054125696,25369.37724251676,1,0,0
2025-09-18 09:30:00,25395.25,25422.05078125,25393.94921875,25421.5,0,NIFTY,,,,,,,103152.1242576519,0.0010907866446858,0.0004978408660268,0.0008691583525156,0.0002832743191309,19.8750298212851,0.4812150682823066,45.68296025582835,0,25392.913694171308,25375.892587202165,1,0,0
2025-09-18 09:35:00,25422.0,25434.69921875,25417.44921875,25428.19921875,0,NIFTY,,,,,,,103197.80721790771,0.000263525706587,0.0004993174337407,0.0016690577608842,0.0001809188881853,20.183583718658305,0.4910050830463406,45.68296025581378,1,25404.67553569754,25382.430916145644,1,0,0
2025-09-18 09:40:00,25427.25,25436.75,25420.900390625,25423.05078125,0,NIFTY,,,,,,,103243.49017816354,-0.0002024696069001,0.00050295374638,0.001376248994589,0.0005923638716152,20.684486212476084,0.5436966658553098,45.68296025582786,0,25410.80061754836,25387.508399283688,1,0,0
2025-09-18 09:45:00,25423.0,25434.25,25422.349609375,25434.25,0,NIFTY,,,,,,,103289.17313841936,0.0004405143523631,0.0004937025386456,0.0018088364216597,0.0010292147396711,20.57004990595366,0.4921280472335895,45.682960255828256,1,25418.617078365576,25393.351099373227,1,0,0
2025-09-18 09:50:00,25434.30078125,25436.099609375,25426.0,25429.599609375,0,NIFTY,,,,,,,103334.8560986752,-0.000182839699421,0.0004683240051272,0.0018839690837454,0.0007004158531784,19.44577891375207,0.5322500988180624,45.682960255828256,0,25422.277922035388,25397.88216312345,1,0,0
2025-09-18 09:55:00,25430.44921875,25434.25,25415.25,25420.75,0,NIFTY,,,,,,,103380.539058931,-0.0003480042749763,0.0005082438629115,0.0009823975320074,0.0001160296587174,19.6398918313866,0.5865455875636089,45.68296025581373,1,25421.76861469026,25400.740642733017,1,0,0
2025-09-19 03:45:00,25424.650390625,25424.650390625,25358.650390625,25381.44921875,0,NIFTY,,,,,,,103426.22201918684,-0.001546011870224,0.0005130215108461,0.000959850103125,-0.0013987009186764,22.432078970286447,-0.2577120412582236,45.68296025582813,0,25408.32881604351,25398.32921473514,1,0,0
2025-09-19 03:50:00,25382.0,25389.099609375,25358.5,25362.849609375,0,NIFTY,,,,,,,103471.90497944268,-0.0007328032853719,0.0005347740769892,-0.0001622325645692,-0.0022011727601355,23.99770729606952,-0.2218666276183646,45.68296025582816,1,25393.169080487343,25393.894264065122,-1,0,1
2025-09-19 03:55:00,25362.599609375,25368.849609375,25356.849609375,25365.0,0,NIFTY,,,,,,,103517.5879396985,8.478505602171893e-05,0.0005332342299192,0.0002489065833215,-0.0023461636525391,22.65565065031237,-0.2099325735393111,45.68296025582856,0,25383.779386991566,25390.28248105698,-1,0,0
2025-09-19 04:00:00,25364.80078125,25366.900390625,25332.0,25340.80078125,0,NIFTY,,,,,,,103563.27089995432,-0.0009540397693672,0.0005720844743148,-0.0011664369535366,-0.0032959743481703,24.039618458846597,-0.2269445646145296,45.68296025581314,1,25369.453185077713,25384.097268581107,-1,0,0
2025-09-19 04:05:00,25339.849609375,25347.400390625,25323.599609375,25331.900390625,0,NIFTY,,,,,,,103608.95386021014,-0.0003512276783134,0.000553047691164,-0.0013706138494717,-0.0037146196839508,24.31790556958517,-0.1821124053506309,45.68296025582876,0,25356.93558692681,25377.572658836594,-1,0,0
2025-09-19 04:10:00,25331.849609375,25347.30078125,25329.099609375,25340.55078125,0,NIFTY,,,,,,,103654.63682046597,0.0003414821032614,0.0005554158402735,-0.0015909343178982,-0.0035625446738893,23.32511713532436,-0.1878838245140169,45.6829602558285,1,25351.473985034543,25372.944924138268,-1,0,0
2025-09-19 04:15:00,25341.150390625,25342.25,25326.69921875,25337.69921875,0,NIFTY,,,,,,,103700.3197807218,-0.0001125296180266,0.0005672894090738,-0.0017472045692748,-0.0037059683939016,22.806381950302523,-0.1717360317996997,45.6829602558282,0,25346.88239627303,25368.539210964736,-1,0,0
2025-09-19 04:20:00,25337.5,25346.150390625,25335.94921875,25340.69921875,0,NIFTY,,,,,,,103746.0027409776,0.0001184006477501,0.0005537196213799,-0.0013752216913983,-0.0035665032393746,22.52592733806718,-0.1859765388310179,45.68296025581347,1,25344.82133709869,25365.059211937893,-1,0,0
2025-09-19 04:25:00,25340.099609375,25340.94921875,25314.400390625,25316.05078125,0,NIFTY,,,,,,,103791.68570123344,-0.0009726818225189,0.0005905552875965,-0.0024784037321374,-0.0042145930013787,21.88937903113258,-0.2257101045599585,45.68296025582811,0,25335.231151815795,25358.933158101907,-1,0,0
2025-09-19 04:30:00,25316.44921875,25317.849609375,25297.44921875,25313.5,0,NIFTY,,,,,,,103837.36866148926,-0.0001007574709042,0.0006059157857049,-0.002403504818141,-0.0043638789495654,22.34503762502316,-0.2097579357852815,45.68296025582817,1,25327.987434543866,25353.254013339167,-1,0,0
2025-09-19 04:35:00,25313.849609375,25325.05078125,25312.849609375,25317.900390625,0,NIFTY,,,,,,,103883.0516217451,0.0001738357250082,0.0005823259477949,-0.0015798316760203,-0.0042437361778029,22.55436122298031,-0.2197870637335247,45.6829602558273,0,25324.62508657091,25348.834810499895,-1,0,0
2025-09-19 04:40:00,25317.900390625,25325.69921875,25317.25,25324.44921875,0,NIFTY,,,,,,,103928.7345820009,0.000258663950168,0.0005958295650378,-0.001474437778053,-0.0039606912969187,21.89167719740411,-0.2424010376882995,45.68296025581384,1,25324.566463963944,25345.78661153116,-1,0,0
2025-09-19 04:45:00,25325.650390625,25325.650390625,25310.099609375,25314.69921875,0,NIFTY,,,,,,,103974.41754225674,-0.0003850034374205,0.0005876737599635,-0.0022234701409924,-0.0044283726168462,22.879340055888346,-0.1947471787286326,45.68296025582802,0,25321.277382225962,25341.900687433514,-1,0,0
2025-09-19 04:50:00,25315.150390625,25330.849609375,25311.650390625,25330.19921875,0,NIFTY,,,,,,,104020.10050251256,0.0006122924813785,0.0005898196900595,-0.0012009300574521,-0.0036208746767103,22.23389895455379,-0.2209496711002658,45.68296025582857,1,25324.251327733975,25340.438003848074,-1,0,0
2025-09-19 04:55:00,25329.94921875,25339.5,25327.30078125,25337.69921875,0,NIFTY,,,,,,,104065.7834627684,0.0002960892622765,0.0006053457432717,-0.000898875309574,-0.0030474410217761,18.15626895062755,-0.2723149318205397,45.68296025582904,0,25328.73395807265,25340.095655710815,-1,0,0
2025-09-19 05:00:00,25337.150390625,25345.25,25317.69921875,25319.849609375,0,NIFTY,,,,,,,104111.4664230242,-0.0007044684373627,0.0006131163505907,-0.0013604450366432,-0.0037203624636714,18.24409233061056,-0.2308468192384409,45.68296025581339,1,25325.772508506772,25337.564899918838,-1,0,0
