return_mean,return_std,return_last,volatility_mean,volatility_std,volatility_last,ema_5_mean,ema_5_std,ema_5_last,ema_15_mean,ema_15_std,ema_15_last,total_OI_change_mean,total_OI_change_std,total_OI_change_last,regime,pnl,success,profit_anomaly,loss_anomaly,anomaly_reason,regime_pnl_mean,regime_pnl_std,regime_profit_anomaly,anomaly_score,anomaly,rl_signal
-0.00036374105959189994,0.0018855868207224115,0.0009695701678569,0.00666425530671955,1.2255928684642868e-05,0.0066729215570022,15679.583333333332,3.582674358012441,15682.116666666667,15678.0,1.343502884254183,15678.949999999999,5735025.0,7854577.4807592295,181000.0,2,-306.9846144298367,0,False,False,Normal,-123.80318024631055,359.55132799854994,False,-0.1979132951331437,1,
-0.0002451984492466863,0.001473568680382389,-0.0004255863812357,0.003285835885100542,0.0024525222930052992,0.0011607273463902,15630.23843533025,43.31095891710662,15613.727211367268,15644.83929445485,31.544617244483234,15613.06936028476,574893.1818181818,2393510.616541927,31650.0,2,-133.69359727501444,0,False,False,Normal,-123.80318024631055,359.55132799854994,False,-0.13565002409785998,1,
-0.00017334977366378006,0.0014333112248605803,0.0017073756706975,0.0030158761001142483,0.002413078933708373,0.0008122152361585,15628.468466100925,40.82450054817126,15620.01917373845,15641.122231715333,31.24756696437879,15615.563458159517,507214.0,2246724.8344126763,13500.0,2,-220.58714519390992,0,False,False,Normal,-123.80318024631055,359.55132799854994,False,-0.12164167406989346,1,
-0.0001144958304434067,0.0012499918924920074,0.0016562390878831,0.0018678486519934198,0.001757788519660685,0.0009606255802748,15618.96097963741,29.136990353573918,15618.298268401875,15629.449595703452,24.23481141532314,15618.293027342335,36421.666666666664,39222.6396695031,7900.0,2,56.63303890012156,1,False,False,Normal,-123.80318024631055,359.55132799854994,False,-0.01645765258426879,1,
0.00010752547847074296,0.0007190106769072696,0.0014683678452978,0.0007119072307079766,6.487586757608881e-05,0.0008578577412265,15661.271398487816,14.961250083284813,15667.33936419481,15653.915085849538,15.345293673198508,15665.457128453821,-7525.0,19851.89450700465,-28100.0,2,-1969.3710559615774,0,False,True,Underperforming trade,-123.80318024631055,359.55132799854994,False,0.03222756910352531,0,
-2.296091293884006e-05,0.005374976142319713,0.0016217660077844,0.002092132923992927,0.0036498075591353428,0.0096435320842136,15736.487014927474,36.41612169261221,15717.469039562915,15736.443717676371,17.51400651329001,15712.950643188518,-12841.666666666666,103424.09684145793,51400.0,2,-424.87694968717415,0,False,False,Normal,-123.80318024631055,359.55132799854994,False,-0.10731308866844247,1,
-4.2458548613694396e-05,0.005421657021403287,0.0011937732785789,0.003754595790067233,0.0041841863930234275,0.0009304180858224,15706.707046897702,34.09333023692765,15704.802263216936,15715.304710810562,21.163809092807032,15698.895168924131,15560.0,112595.30017140882,9700.0,2,103.24726588768502,1,False,False,Normal,-123.80318024631055,359.55132799854994,False,-0.08851721447307159,1,
2.089728615205321e-05,0.0006117231031277448,0.0003456345406231,0.00057339642580763,9.347691980285232e-05,0.0007785044884624,15764.259889222067,8.363911839713765,15762.087401252946,15758.579885667457,9.431549202943142,15761.110490045254,-248.33333333333334,10032.468697230983,30450.0,2,161.66827487507493,1,False,False,Normal,-123.80318024631055,359.55132799854994,False,0.06348877183995805,0,
9.806860945516992e-05,0.0010117656855939973,0.0051833790318245,0.00029447520632126665,0.00039658084865880133,0.0017672844260392,15834.794079456664,3.2417306738948866,15848.666563193994,15827.25835702383,8.51378265666206,15839.031452145196,-813.3333333333334,5020.096395099597,0.0,2,585.4456426048404,1,False,False,Normal,-123.80318024631055,359.55132799854994,False,0.015697160392980636,0,
0.00012569080456924673,0.004110624287467209,0.0033885018522965,0.00121616439491235,0.0022710406063116318,0.0073575770046285,15804.5642743503,21.08116502028095,15802.45432242018,15816.248015466033,15.733533316141997,15795.249967955207,-21286.666666666668,113778.03249380314,-621850.0,2,-83.86022026257899,0,False,False,Normal,-123.80318024631055,359.55132799854994,False,-0.08464052651228682,1,
3.033688663995901e-05,0.0006843878928502374,0.000103827784315,0.00111479267614483,0.0007222097168514697,0.000756798503545,15885.02665129329,12.366153924713748,15883.466978780767,15877.01879642117,13.669494501986819,15881.487422946586,23871.666666666668,25573.901308969645,-16300.0,2,133.51194702116348,1,False,False,Normal,-123.80318024631055,359.55132799854994,False,0.07090433007514846,0,SELL
0.00015712845317723652,0.0010849045450147408,0.0007240062935265,0.0009414503657963668,0.0002151250322961965,0.001159744785831,15947.772005827534,23.93035149643095,15947.772898440928,15937.26186626391,22.853277873830734,15945.335461090066,9098.333333333334,42056.49829515737,37850.0,2,-38.99829397945619,0,False,False,Normal,-123.80318024631055,359.55132799854994,False,0.060857464108506676,0,SELL
0.00020114532653352335,0.001194653511375896,0.0059745424370998,0.00044118826993511004,0.0005319153927516527,0.0019856404630177,15990.034084884928,5.100054548630124,16009.35014107896,15983.192283763376,8.022463424075358,15996.05667228567,-6085.0,23731.494242156714,0.0,1,80.00670305782882,1,False,False,Normal,-271.4701245109544,494.0772687919577,False,-0.04924969666713952,1,SELL
1.4022029612876712e-06,0.0007397801689777916,0.0008788737993123,0.0011202044635880266,0.0007620985260947939,0.0004718496012731,16095.620109821595,10.746312003640224,16102.573446728762,16078.796555248251,21.559368354409905,16099.561672900321,-33678.333333333336,152721.57711933204,-3900.0,2,-212.39225649236025,0,False,False,Normal,-123.80318024631055,359.55132799854994,False,0.07663202462702645,0,SELL
