datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2023-09-29 09:15:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19661.65,19689.9,19661.65,19682,124750,9695000,0
2023-09-29 09:16:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19684.1,19685,19679,19681,63350,9695000,1
2023-09-29 09:17:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19680.9,19681.75,19668,19668.4,42700,9720000,2
2023-09-29 09:18:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19667.95,19667.95,19657.6,19660.5,63600,9720000,3
2023-09-29 09:19:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19661.35,19673.3,19660.45,19671.95,44850,9720000,4
2023-09-29 09:20:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19668.9,19671.05,19650.2,19655,68800,9720300,5
2023-09-29 09:21:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19656.9,19664.7,19653.05,19661,54300,9720300,6
2023-09-29 09:22:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19662.3,19664.85,19656.45,19657.35,23900,9720300,7
2023-09-29 09:23:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19657.4,19665.5,19657.3,19663.8,32150,9728200,8
2023-09-29 09:24:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19663.9,19663.9,19657.95,19659.25,27700,9728200,9
2023-09-29 09:25:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19659.25,19659.4,19645,19656.2,52450,9728200,10
2023-09-29 09:26:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19655.65,19661.2,19650.15,19650.15,36950,9707300,11
2023-09-29 09:27:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19650.5,19652.15,19643.1,19646,41500,9707300,12
2023-09-29 09:28:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19645.2,19652,19643,19651.85,30850,9707300,13
2023-09-29 09:29:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19653,19654.5,19650.2,19653,29900,9677700,14
2023-09-29 09:30:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19653.2,19657.9,19648.3,19650,33050,9677700,15
2023-09-29 09:31:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19650.25,19652.75,19645.6,19652.1,24600,9677700,16
2023-09-29 09:32:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19653,19655.7,19647.9,19649.2,23450,9650250,17
2023-09-29 09:33:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19649.2,19653.7,19638.15,19644.3,35400,9650250,18
2023-09-29 09:34:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19642,19652.4,19642,19652,28350,9650250,19
2023-09-29 09:35:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19650.75,19655,19643.7,19651.35,24050,9620350,20
2023-09-29 09:36:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19654,19654,19646.1,19646.9,15500,9620350,21
2023-09-29 09:37:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19647.25,19651.5,19647.25,19649.9,8650,9620350,22
2023-09-29 09:38:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19651.8,19653.3,19647.5,19649.8,18600,9610700,23
2023-09-29 09:39:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19650,19654.2,19648.8,19650.1,15550,9610700,24
2023-09-29 09:40:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19650,19662.1,19650,19657.75,27350,9610700,25
2023-09-29 09:41:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19657.6,19664.15,19657.6,19661.5,14800,9594750,26
2023-09-29 09:42:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19661.55,19664.15,19655.5,19656.8,15700,9594750,27
2023-09-29 09:43:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19655.5,19660.4,19655,19655.3,16850,9594750,28
2023-09-29 09:44:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19656.55,19669.3,19653.1,19669.3,31450,9590850,29
2023-09-29 09:45:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19668.8,19677.95,19668.55,19677.95,46050,9590850,30
2023-09-29 09:46:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19679,19680,19668.65,19672.8,23950,9590850,31
2023-09-29 09:47:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19676.55,19680.15,19672.35,19676.65,20250,9575100,32
2023-09-29 09:48:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19673.7,19680.55,19672.5,19680.55,18800,9575100,33
2023-09-29 09:49:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19680.6,19683.4,19678,19680,20800,9575100,34
2023-09-29 09:50:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19680.05,19684,19675.8,19680.65,24700,9564100,35
2023-09-29 09:51:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19681.95,19682.2,19677.65,19680.5,19550,9564100,36
2023-09-29 09:52:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19680.8,19680.8,19677.1,19677.1,8900,9564100,37
2023-09-29 09:53:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19678,19683.5,19676,19682.2,20700,9556600,38
2023-09-29 09:54:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19682.2,19683.4,19677.75,19680.45,15500,9556600,39
2023-09-29 09:55:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19681.05,19681.65,19676,19676.6,11750,9556600,40
2023-09-29 09:56:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19676.15,19678.8,19672.85,19675.25,20650,9546200,41
2023-09-29 09:57:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19675.3,19676,19668.35,19668.35,13850,9546200,42
2023-09-29 09:58:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19668.55,19673,19667.15,19671.55,10200,9546200,43
2023-09-29 09:59:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19672,19672,19667.5,19668.7,13250,9539650,44
2023-09-29 10:00:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19668.55,19668.65,19661.05,19666.1,22200,9539650,45
2023-09-29 10:01:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19666.6,19678.75,19666.6,19677.95,14000,9539650,46
2023-09-29 10:02:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19676.4,19682.45,19676.05,19680.65,12700,9527900,47
2023-09-29 10:03:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19681.3,19688.8,19681.3,19686.95,24950,9527900,48
2023-09-29 10:04:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19688,19694.4,19685,19688.5,45800,9527900,49
2023-09-29 10:05:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19689.95,19696.5,19689.45,19696.5,26250,9519700,50
2023-09-29 10:06:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19698.45,19700,19695,19696.6,17700,9519700,51
2023-09-29 10:07:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19696,19698,19690.4,19691.3,14350,9519700,52
2023-09-29 10:08:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19690,19694,19686.75,19686.75,11600,9508900,53
2023-09-29 10:09:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19689.4,19689.6,19682.85,19688,12550,9508900,54
2023-09-29 10:10:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19688,19690.15,19681,19686.25,10900,9508900,55
2023-09-29 10:11:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19688,19689.25,19684,19687.55,5650,9503950,56
2023-09-29 10:12:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19687.95,19688.75,19678.8,19681.3,13450,9503950,57
2023-09-29 10:13:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19682.05,19682.8,19675,19678.25,9250,9503950,58
2023-09-29 10:14:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19677.6,19682.3,19677.35,19682,14750,9499650,59
2023-09-29 10:15:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19682.1,19690.8,19682.1,19686.7,10300,9499650,60
2023-09-29 10:16:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19688.55,19695.9,19688,19691.65,23650,9499650,61
2023-09-29 10:17:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19692.35,19693.95,19691.9,19692,9650,9499750,62
2023-09-29 10:18:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19692.6,19693.55,19686.25,19688,7850,9499750,63
2023-09-29 10:19:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19687.1,19690,19686,19687.25,11550,9499750,64
2023-09-29 10:20:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19686.1,19691.45,19683.25,19689.4,6100,9493650,65
2023-09-29 10:21:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19689,19690.9,19686.7,19689,4400,9493650,66
2023-09-29 10:22:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19689,19690.95,19688.05,19688.35,10400,9493650,67
2023-09-29 10:23:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19689.4,19689.4,19678.55,19679.5,13800,9459450,68
2023-09-29 10:24:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19682,19688.4,19680.8,19684.4,6500,9459450,69
2023-09-29 10:25:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19682,19682.3,19663.2,19673.3,40050,9459450,70
2023-09-29 10:26:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19673.35,19679.9,19673.3,19677.5,14750,9456650,71
2023-09-29 10:27:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19676.3,19683.9,19675.65,19677.85,6250,9456650,72
2023-09-29 10:28:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19679.6,19685,19678.85,19680.55,8400,9456650,73
2023-09-29 10:29:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19679.4,19679.4,19674.1,19676.8,6800,9452500,74
2023-09-29 10:30:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19677.95,19679.25,19672.85,19672.85,5850,9452500,75
2023-09-29 10:31:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19674.65,19679.55,19674.6,19677.15,3600,9452500,76
2023-09-29 10:32:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19677.75,19678.3,19676.15,19678.15,2850,9448350,77
2023-09-29 10:33:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19677.65,19681.55,19677,19677.4,4650,9448350,78
2023-09-29 10:34:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19677.05,19681.9,19677,19680.05,4100,9448350,79
2023-09-29 10:35:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19681.5,19685.95,19681.25,19684.25,7200,9435400,80
2023-09-29 10:36:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19684.25,19684.25,19680.5,19682.4,6900,9435400,81
2023-09-29 10:37:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19681.95,19687,19681.95,19686.9,5950,9435400,82
2023-09-29 10:38:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19687,19692,19685.6,19686.75,23250,9430300,83
2023-09-29 10:39:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19686.8,19686.8,19675,19675,10650,9430300,84
2023-09-29 10:40:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19675.15,19676.15,19670.2,19673.6,13750,9430300,85
2023-09-29 10:41:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19673.65,19677.9,19672,19677.45,4700,9417100,86
2023-09-29 10:42:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19677.45,19679.3,19673.4,19674.5,8200,9417100,87
2023-09-29 10:43:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19674.95,19676.55,19672.95,19672.95,7000,9417100,88
2023-09-29 10:44:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19672.85,19675.9,19672.85,19672.95,6850,9413750,89
2023-09-29 10:45:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19673.05,19674.1,19666.75,19667.65,12900,9413750,90
2023-09-29 10:46:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19669.65,19672.2,19668,19670.95,6050,9413750,91
2023-09-29 10:47:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19672.8,19673.3,19669,19669,8150,9406850,92
2023-09-29 10:48:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19669.05,19677.7,19668.4,19675.05,12600,9406850,93
2023-09-29 10:49:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19675.3,19678.15,19673.35,19673.5,9550,9406850,94
2023-09-29 10:50:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19673.5,19676.4,19671.35,19673.8,8600,9399050,95
2023-09-29 10:51:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19675.1,19675.1,19661,19662.2,20100,9399050,96
2023-09-29 10:52:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19663.85,19663.85,19656,19656,18750,9399050,97
2023-09-29 10:53:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19656.75,19663.9,19655,19660.55,17150,9405900,98
2023-09-29 10:54:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19660.45,19666,19659.05,19661.9,9600,9405900,99
2023-09-29 10:55:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19662.8,19664.75,19659.45,19660.05,4250,9405900,100
2023-09-29 10:56:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19660,19662.5,19659.1,19660.7,8950,9400800,101
2023-09-29 10:57:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19660,19662,19658.1,19660.7,6000,9400800,102
2023-09-29 10:58:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19660.5,19661.7,19659,19660.6,6800,9400800,103
2023-09-29 10:59:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19660.6,19664,19660.6,19663.7,5500,9396200,104
2023-09-29 11:00:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19663,19663.75,19657.7,19663.45,14000,9396200,105
2023-09-29 11:01:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19663.45,19671,19663.15,19670.9,12000,9396200,106
2023-09-29 11:02:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19670.2,19675.45,19668.05,19668.4,11100,9405200,107
2023-09-29 11:03:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19670,19674.5,19670,19670.7,9100,9405200,108
2023-09-29 11:04:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19670.7,19670.75,19663,19663,12200,9405200,109
2023-09-29 11:05:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19662.8,19666.6,19660.85,19665.1,8100,9413500,110
2023-09-29 11:06:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19665.9,19665.9,19661.65,19661.65,4300,9413500,111
2023-09-29 11:07:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19662.15,19667.8,19661.55,19664.35,4400,9413500,112
2023-09-29 11:08:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19663.7,19668.55,19663.7,19667,2900,9419550,113
2023-09-29 11:09:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19667,19671,19666.2,19668.85,4550,9419550,114
2023-09-29 11:10:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19669.6,19674.7,19669.05,19674.7,6700,9419550,115
2023-09-29 11:11:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19673.9,19691.05,19672.7,19689.05,23500,9416700,116
2023-09-29 11:12:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19690.3,19695.9,19686.35,19695.9,18800,9416700,117
2023-09-29 11:13:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19694.65,19697.9,19692,19692.8,10600,9416700,118
2023-09-29 11:14:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19692.8,19697.7,19690.95,19695.75,9650,9406300,119
2023-09-29 11:15:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19697.25,19697.25,19694.45,19695,9300,9406300,120
2023-09-29 11:16:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19695.6,19697.3,19692.35,19695.5,14000,9406300,121
2023-09-29 11:17:00,NIFTY,NFO,Futures,26-OCT-23,Others,0,19692.2,19696.3,19692,19692,3650,9408700,122
