timestamp,open,high,low,close,volume,symbol
2025-09-18 03:45:00,25440.69921875,25440.69921875,25403.75,25411.19921875,0,NIFTY
2025-09-18 03:50:00,25410.650390625,25428.099609375,25393.900390625,25427.650390625,0,NIFTY
2025-09-18 03:55:00,25427.849609375,25437.099609375,25416.650390625,25425.099609375,0,NIFTY
2025-09-18 04:00:00,25424.75,25427.900390625,25415.80078125,25418.80078125,0,NIFTY
2025-09-18 04:05:00,25419.900390625,25422.25,25403.900390625,25406.44921875,0,NIFTY
2025-09-18 04:10:00,25406.349609375,25424.849609375,25404.55078125,25424.849609375,0,NIFTY
2025-09-18 04:15:00,25424.900390625,25428.599609375,25416.19921875,25421.94921875,0,NIFTY
2025-09-18 04:20:00,25422.849609375,25424.0,25411.0,25417.599609375,0,NIFTY
2025-09-18 04:25:00,25417.400390625,25420.30078125,25410.75,25415.19921875,0,NIFTY
2025-09-18 04:30:00,25415.150390625,25420.150390625,25411.349609375,25414.30078125,0,NIFTY
2025-09-18 04:35:00,25414.650390625,25426.0,25413.05078125,25423.599609375,0,NIFTY
2025-09-18 04:40:00,25422.25,25422.69921875,25401.349609375,25408.0,0,NIFTY
2025-09-18 04:45:00,25408.25,25411.650390625,25402.94921875,25408.099609375,0,NIFTY
2025-09-18 04:50:00,25407.849609375,25415.44921875,25405.05078125,25411.80078125,0,NIFTY
2025-09-18 04:55:00,25412.400390625,25419.44921875,25410.5,25417.80078125,0,NIFTY
2025-09-18 05:00:00,25418.349609375,25420.94921875,25412.44921875,25417.0,0,NIFTY
2025-09-18 05:05:00,25417.349609375,25419.150390625,25412.30078125,25418.80078125,0,NIFTY
2025-09-18 05:10:00,25419.5,25429.80078125,25417.44921875,25424.650390625,0,NIFTY
2025-09-18 05:15:00,25425.30078125,25431.80078125,25423.05078125,25424.599609375,0,NIFTY
2025-09-18 05:20:00,25424.25,25431.19921875,25423.25,25426.349609375,0,NIFTY
2025-09-18 05:25:00,25426.650390625,25431.69921875,25423.94921875,25431.150390625,0,NIFTY
2025-09-18 05:30:00,25431.55078125,25442.400390625,25431.19921875,25431.94921875,0,NIFTY
2025-09-18 05:35:00,25432.900390625,25435.19921875,25427.650390625,25431.400390625,0,NIFTY
2025-09-18 05:40:00,25432.599609375,25435.44921875,25422.150390625,25423.19921875,0,NIFTY
2025-09-18 05:45:00,25425.75,25427.400390625,25420.30078125,25424.44921875,0,NIFTY
2025-09-18 05:50:00,25425.400390625,25430.099609375,25422.44921875,25425.80078125,0,NIFTY
2025-09-18 05:55:00,25426.80078125,25431.599609375,25423.099609375,25425.150390625,0,NIFTY
2025-09-18 06:00:00,25426.30078125,25431.75,25421.349609375,25427.30078125,0,NIFTY
2025-09-18 06:05:00,25424.80078125,25434.44921875,25420.099609375,25422.25,0,NIFTY
2025-09-18 06:10:00,25422.19921875,25423.0,25415.150390625,25415.150390625,0,NIFTY
2025-09-18 06:15:00,25415.099609375,25422.599609375,25411.05078125,25414.400390625,0,NIFTY
2025-09-18 06:20:00,25413.900390625,25418.099609375,25408.44921875,25414.349609375,0,NIFTY
2025-09-18 06:25:00,25414.55078125,25419.0,25412.650390625,25415.80078125,0,NIFTY
2025-09-18 06:30:00,25416.25,25422.150390625,25412.5,25415.349609375,0,NIFTY
2025-09-18 06:35:00,25416.05078125,25426.55078125,25414.650390625,25422.099609375,0,NIFTY
2025-09-18 06:40:00,25422.5,25424.900390625,25413.900390625,25418.94921875,0,NIFTY
2025-09-18 06:45:00,25419.69921875,25427.099609375,25416.19921875,25421.349609375,0,NIFTY
2025-09-18 06:50:00,25421.0,25422.44921875,25413.05078125,25417.849609375,0,NIFTY
2025-09-18 06:55:00,25418.30078125,25418.5,25409.150390625,25413.5,0,NIFTY
2025-09-18 07:00:00,25413.44921875,25414.69921875,25396.900390625,25398.55078125,0,NIFTY
2025-09-18 07:05:00,25398.69921875,25413.650390625,25383.44921875,25389.69921875,0,NIFTY
2025-09-18 07:10:00,25387.099609375,25390.44921875,25369.25,25385.849609375,0,NIFTY
2025-09-18 07:15:00,25385.19921875,25394.94921875,25371.0,25378.099609375,0,NIFTY
2025-09-18 07:20:00,25378.19921875,25387.349609375,25372.599609375,25384.650390625,0,NIFTY
2025-09-18 07:25:00,25385.5,25394.55078125,25377.849609375,25389.69921875,0,NIFTY
2025-09-18 07:30:00,25388.94921875,25389.349609375,25349.599609375,25359.30078125,0,NIFTY
2025-09-18 07:35:00,25358.400390625,25374.44921875,25347.150390625,25369.400390625,0,NIFTY
2025-09-18 07:40:00,25368.5,25369.94921875,25354.5,25361.94921875,0,NIFTY
2025-09-18 07:45:00,25361.55078125,25362.19921875,25350.849609375,25360.900390625,0,NIFTY
2025-09-18 07:50:00,25360.849609375,25367.55078125,25354.30078125,25366.599609375,0,NIFTY
2025-09-18 07:55:00,25366.5,25378.0,25365.44921875,25378.0,0,NIFTY
2025-09-18 08:00:00,25378.099609375,25388.349609375,25367.30078125,25385.80078125,0,NIFTY
2025-09-18 08:05:00,25385.349609375,25388.19921875,25372.80078125,25380.80078125,0,NIFTY
2025-09-18 08:10:00,25380.75,25384.19921875,25374.80078125,25382.599609375,0,NIFTY
2025-09-18 08:15:00,25383.0,25389.30078125,25372.05078125,25381.75,0,NIFTY
2025-09-18 08:20:00,25382.900390625,25383.94921875,25361.75,25368.19921875,0,NIFTY
