timestamp,open,high,low,close,volume,symbol,symbol_fut,open_fut,high_fut,low_fut,close_fut,volume_fut,oi,return,volatility,mom_30,mom_60,ATR_14,return_skewness,total_OI_change,regime
2025-09-18 03:45:00,25440.69921875,25440.69921875,25403.75,25411.19921875,0,NIFTY,,,,,,,100000.0,0.0006473984849506564,0.00028525333663869166,0.00035252797945988846,-0.001967636378337745,17.39829809529787,-0.5464960604663094,45.68296025582806,1
2025-09-18 03:50:00,25410.650390625,25428.099609375,25393.900390625,25427.650390625,0,NIFTY,,,,,,,100045.68296025583,0.0006473984849506564,0.00029228227201069727,6.977086528989226e-05,-0.001967636378337745,17.09791256086523,-0.5464960604663094,45.68296025582828,0
2025-09-18 03:55:00,25427.849609375,25437.099609375,25416.650390625,25425.099609375,0,NIFTY,,,,,,,100091.36592051164,-0.00010031525566911448,0.0002921929715968177,0.00017252344180891422,-0.001967636378337745,16.59836515672826,-0.5464960604663094,45.68296025581373,1
2025-09-18 04:00:00,25424.75,25427.900390625,25415.80078125,25418.80078125,0,NIFTY,,,,,,,100137.04888076747,-0.0002477405485828976,0.0002686876828222662,0.0002267287077431724,-0.001967636378337745,17.130823975333094,-0.5464960604663094,45.68296025582804,0
2025-09-18 04:05:00,25419.900390625,25422.25,25403.900390625,25406.44921875,0,NIFTY,,,,,,,100182.7318410233,-0.0004859223142072988,0.0002990055741460539,1.772095536652462e-05,-0.001967636378337745,17.210166809632987,-0.5464960604663094,45.682960255828505,1
2025-09-18 04:10:00,25406.349609375,25424.849609375,25404.55078125,25424.849609375,0,NIFTY,,,,,,,100228.41480127913,0.000724240938455134,0.0002799897074014095,-0.0003670722321724192,-0.001967636378337745,17.34164859716354,-0.5464960604663094,45.682960255828604,0
2025-09-18 04:15:00,25424.900390625,25428.599609375,25416.19921875,25421.94921875,0,NIFTY,,,,,,,100274.09776153494,-0.00011407700220700256,0.0002790909914262327,-2.9651873810565766e-05,-0.001967636378337745,17.196789170476066,-0.5464960604663094,45.68296025581392,1
2025-09-18 04:20:00,25422.849609375,25424.0,25411.0,25417.599609375,0,NIFTY,,,,,,,100319.78072179077,-0.0001710966117339785,0.00027044073608933667,-0.00021546045423475338,-0.001967636378337745,16.928199510328987,-0.5464960604663094,45.682960255828135,0
2025-09-18 04:25:00,25417.400390625,25420.30078125,25410.75,25415.19921875,0,NIFTY,,,,,,,100365.4636820466,-9.443813192000494e-05,0.0002770108233570212,-8.551975972515927e-05,-0.001967636378337745,17.098123854203234,-0.5464960604663094,45.68296025582881,1
2025-09-18 04:30:00,25415.150390625,25420.150390625,25411.349609375,25414.30078125,0,NIFTY,,,,,,,100411.14664230242,-3.535040163438197e-05,0.0002857449685255738,0.00040948076351474973,-0.001967636378337745,17.16577195782353,-0.5464960604663094,45.68296025582813,0
2025-09-18 04:35:00,25414.650390625,25426.0,25413.05078125,25423.599609375,0,NIFTY,,,,,,,100456.82960255824,0.00036588959125949394,0.00027599078454709124,0.00013369230795552418,-0.001967636378337745,17.56917604601333,-0.5464960604663094,45.68296025581372,1
2025-09-18 04:40:00,25422.25,25422.69921875,25401.349609375,25408.0,0,NIFTY,,,,,,,100502.51256281407,-0.0006135877536888046,0.00028815592282752025,0.0001845266428398034,-0.001967636378337745,17.207509630762274,-0.5464960604663094,45.68296025582871,0
2025-09-18 04:45:00,25408.25,25411.650390625,25402.94921875,25408.099609375,0,NIFTY,,,,,,,100548.1955230699,3.9203941673005005e-06,0.0002651191079132261,0.00015729869777950166,-0.001967636378337745,17.462438724219133,-0.5464960604663094,45.68296025582801,1
2025-09-18 04:50:00,25407.849609375,25415.44921875,25405.05078125,25411.80078125,0,NIFTY,,,,,,,100593.87848332572,0.00014566897689727298,0.0002778429890918371,0.00012245991156898357,-0.001967636378337745,17.046553895433664,-0.5464960604663094,45.6829602558288,0
2025-09-18 04:55:00,25412.400390625,25419.44921875,25410.5,25417.80078125,0,NIFTY,,,,,,,100639.56144358154,0.00023611077592056162,0.000268119241550459,0.0003428887242177523,-0.001967636378337745,15.039365759891794,-0.5464960604663094,45.682960255813995,1
2025-09-18 05:00:00,25418.349609375,25420.94921875,25412.44921875,25417.0,0,NIFTY,,,,,,,100685.24440383737,-3.1504741771049005e-05,0.0003003111979928028,0.00012119474637269263,-0.001967636378337745,13.135748093768424,-0.5464960604663094,45.68296025582808,0
2025-09-18 05:05:00,25417.349609375,25419.150390625,25412.30078125,25418.80078125,0,NIFTY,,,,,,,100730.9273640932,7.084948066249375e-05,0.00025722660572884257,-0.00014237005443980472,-0.001967636378337745,12.184802687814814,-0.5464960604663094,45.68296025582899,1
2025-09-18 05:10:00,25419.5,25429.80078125,25417.44921875,25424.650390625,0,NIFTY,,,,,,,100776.61032434902,0.00023012924273424495,0.00027687674597618426,0.00035753273581885184,-0.001967636378337745,12.61554963986308,-0.5464960604663094,45.68296025582829,0
2025-09-18 05:15:00,25425.30078125,25431.80078125,25423.05078125,25424.599609375,0,NIFTY,,,,,,,100822.29328460484,-1.997323432978426e-06,0.000270168603587911,-3.03336377445906e-05,-0.001967636378337745,11.769336894772362,-0.5464960604663094,45.68296025581395,1
2025-09-18 05:20:00,25424.25,25431.19921875,25423.25,25426.349609375,0,NIFTY,,,,,,,100867.97624486066,6.883097578280761e-05,0.0002945354218599052,0.00029803382458028053,-0.001967636378337745,10.710283562575789,-0.5464960604663094,45.68296025582771,0
2025-09-18 05:25:00,25426.650390625,25431.69921875,25423.94921875,25431.150390625,0,NIFTY,,,,,,,100913.65920511649,0.00018881126562608763,0.0002658241378200516,1.0086138872909847e-05,-0.001967636378337745,9.781465339241086,-0.5464960604663094,45.68296025582796,1
2025-09-18 05:30:00,25431.55078125,25442.400390625,25431.19921875,25431.94921875,0,NIFTY,,,,,,,100959.34216537232,3.1411403445424924e-05,0.00029737162991606803,-0.0001683168394553361,-0.001967636378337745,10.101366564740852,-0.5464960604663094,45.68296025582848,0
2025-09-18 05:35:00,25432.900390625,25435.19921875,25427.650390625,25431.400390625,0,NIFTY,,,,,,,101005.02512562813,-2.158026190912654e-05,0.00026965222008569874,0.000432122101033717,-0.001967636378337745,9.750936507223267,-0.5464960604663094,45.68296025581373,1
2025-09-18 05:40:00,25432.599609375,25435.44921875,25422.150390625,25423.19921875,0,NIFTY,,,,,,,101050.70808588396,-0.0003224821185239257,0.0002754662922718242,3.869567821816619e-05,-0.001967636378337745,10.206788543522437,-0.5464960604663094,45.68296025582814,0
2025-09-18 05:45:00,25425.75,25427.400390625,25420.30078125,25424.44921875,0,NIFTY,,,,,,,101096.39104613979,4.9167690865603575e-05,0.00027558900086345543,-2.6767874936876716e-05,-0.001967636378337745,9.87774375131938,-0.5464960604663094,45.682960255828355,1
2025-09-18 05:50:00,25425.400390625,25430.099609375,25422.44921875,25425.80078125,0,NIFTY,,,,,,,101142.07400639562,5.3159951996173405e-05,0.0002864712064434335,0.00017211021828677278,-0.001967636378337745,9.306336535646565,-0.5464960604663094,45.68296025582866,0
2025-09-18 05:55:00,25426.80078125,25431.599609375,25423.099609375,25425.150390625,0,NIFTY,,,,,,,101187.75696665143,-2.557994655094653e-05,0.00026409062774420116,-1.7653417186399482e-05,-0.001967636378337745,8.990641563616194,-0.5464960604663094,45.68296025581337,1
2025-09-18 06:00:00,25426.30078125,25431.75,25421.349609375,25427.30078125,0,NIFTY,,,,,,,101233.43992690726,8.457730207922509e-05,0.00027927959525488516,0.00015332008756977923,-0.001967636378337745,8.70797383647637,-0.5464960604663094,45.68296025582894,0
