entry_date,trades,daily_pnl,daily_winrate
2025-09-18,3,-405.57178053939936,0.0
2025-09-19,1,-33.657005530980754,0.0
2025-09-22,4,-447.2610068937826,0.0
2025-09-23,1,152.59174927284045,1.0
2025-09-24,2,-142.0211563372807,0.0
2025-09-25,2,-377.5281187446328,0.0
2025-09-26,1,-141.83992913289742,0.0
2025-09-29,2,93.43555260414442,0.5
2025-09-30,4,-766.3898723596325,0.0
2025-10-01,2,374.23523389244224,0.5
2025-10-03,6,-89.56774343708412,0.16666666666666666
2025-10-06,1,278.6327924579944,1.0
2025-10-07,1,-105.36355611637867,0.0
2025-10-08,2,-264.5107053691622,0.0
2025-10-09,5,16.82570446207791,0.4
2025-10-10,3,-311.3834066890171,0.0
2025-10-13,4,-476.28250296548026,0.25
2025-10-14,1,-80.93940857215712,0.0
2025-10-15,2,643.8947139914601,1.0
2025-10-16,1,247.0958926559951,1.0
2025-10-17,2,813.9071170517313,1.0
2025-10-20,2,-158.75381299546495,0.0
2025-10-23,2,-4.193498161181367,0.5
2025-10-24,2,384.9089273208367,0.5
2025-10-27,2,-484.0959346805332,0.0
2025-10-28,2,350.6540774597274,0.5
2025-10-29,1,-398.3071875739327,0.0
2025-10-30,3,-471.0448275768959,0.0
2025-10-31,4,-554.3408840226364,0.0
